engines,passenger_capacity,crew,d_check_complete,moon_clearance_complete,iata_approved,company_rating,review_scores_rating,prediction,price
1.0,4,3.0,False,False,True,1.0,82.0,2145.943142777035,2040.0
1.0,2,1.0,False,False,False,0.33,89.0,1510.3857426789523,1325.0
1.0,1,1.0,True,False,False,0.86,88.0,1487.6504595560355,1325.0
1.0,1,1.0,False,False,True,1.0,98.0,1458.813367900851,1585.0
1.0,3,2.0,False,False,True,1.0,93.0,1773.5132310127894,1481.0
1.0,1,1.0,False,False,True,1.0,97.0,1337.082523857785,1247.0
2.0,3,2.0,False,False,True,1.0,95.0,2270.548532963295,1910.0
1.0,2,1.0,False,False,False,1.0,93.0,1753.8672363887533,1312.0
1.0,1,1.0,True,False,False,1.0,93.0,1350.6528023885849,1429.0
1.0,2,1.0,False,False,False,1.0,97.0,1616.4821359318435,1520.0
1.0,2,1.0,False,False,True,1.0,98.0,1755.3743594978394,1845.0
1.0,2,1.0,False,False,True,1.0,95.0,1649.4319085855948,2105.0
1.0,2,1.0,False,False,True,1.0,100.0,1776.2079307938095,1247.0
1.0,2,1.0,True,False,False,0.8,98.0,1657.0074594786038,1780.0
1.0,2,1.0,False,False,True,1.0,99.0,1887.6021759445155,2820.0
2.0,4,2.0,True,False,True,1.0,94.0,2516.6582773854902,2950.0
1.0,2,1.0,True,False,True,1.0,95.0,1758.2536650546529,1559.0
1.0,2,1.0,True,False,False,0.86,88.0,1581.7636233075832,1494.0
1.0,2,1.0,False,False,True,1.0,100.0,1776.2079307938095,1845.0
1.0,2,1.0,False,False,True,1.0,98.0,1755.3743594978394,1325.0
2.0,5,2.0,True,False,True,1.0,86.0,3909.8963900703807,2001.0
1.0,2,1.0,True,False,True,1.0,97.0,1757.674079583416,1650.0
1.0,2,1.0,True,False,False,1.0,80.0,1862.6633297499998,1130.0
1.0,1,1.0,False,False,False,1.0,83.0,1408.7869233401168,1130.0
2.0,5,2.0,False,False,True,1.0,96.0,2821.8653717575685,2105.0
1.0,2,1.0,False,False,False,1.0,100.0,1764.5249672301964,1520.0
1.0,2,1.0,True,False,True,1.0,97.0,1757.674079583416,2144.0
1.0,4,1.0,True,False,False,0.83,85.0,2324.0267538898406,3145.0
2.0,4,2.0,False,False,False,1.0,91.0,2682.97469811341,2820.0
1.0,2,2.0,False,False,False,1.0,80.0,1681.6285489571646,1260.0
2.0,6,4.0,False,False,True,0.78,85.0,3097.8817131078167,2690.0
2.0,4,2.0,False,False,False,0.6,96.0,2628.717758487925,2820.0
2.0,6,2.0,False,False,True,1.0,94.0,3495.386745604378,4445.0
2.0,6,3.0,True,False,True,1.0,97.0,2931.1518967376614,2755.0
1.0,2,1.0,True,False,True,0.88,88.0,1732.4645549614115,2027.0
1.0,1,1.0,True,False,False,1.0,92.0,1392.5044252195357,1325.0
1.0,1,1.0,True,False,False,1.0,93.0,1350.6528023885849,1325.0
1.0,3,1.0,False,False,True,1.0,96.0,1895.655162549068,1546.0
1.0,5,2.0,False,False,True,1.0,95.0,2575.157391511089,2950.0
1.0,1,1.0,False,False,True,1.0,90.0,1327.070637582991,1351.0
1.0,2,1.0,False,False,True,1.0,95.0,1649.4319085855948,1325.0
1.0,2,1.0,False,False,True,1.0,97.0,1876.4311377970464,1585.0
1.0,2,1.0,False,False,False,1.0,93.0,1753.8672363887533,1520.0
1.0,2,1.0,False,False,False,1.0,91.0,1784.3510601104629,1650.0
1.0,1,1.0,False,False,False,1.0,97.0,1393.3081454641854,1520.0
1.0,1,1.0,False,False,True,1.0,92.0,1384.1852467186043,1416.0
3.0,5,3.0,False,False,True,1.0,96.0,3512.325624107234,4510.0
1.0,2,1.0,False,False,True,1.0,91.0,1764.1714667512313,1780.0
1.0,2,1.0,False,False,True,1.0,97.0,1876.4311377970464,1520.0
0.0,2,1.0,True,False,True,1.0,92.0,1950.699766064491,2833.0
1.0,2,1.0,False,False,True,1.0,95.0,1649.4319085855948,1390.0
1.0,2,1.0,False,False,False,1.0,90.0,1914.489921584844,1195.0
1.0,2,1.0,False,False,True,1.0,99.0,1887.6021759445155,2040.0
1.0,2,1.0,False,False,True,1.0,99.0,1887.6021759445155,1793.0
1.0,1,1.0,True,False,True,0.97,93.0,1337.7962939968277,1195.0
1.0,3,2.0,True,False,True,0.97,86.0,1929.106131104664,1416.0
1.0,2,1.0,True,False,True,1.0,93.0,1598.868407870104,1494.0
1.0,2,2.0,False,False,True,1.0,97.0,1767.180557919999,1585.0
1.0,2,1.0,True,False,True,1.0,94.0,1707.4750847801156,1845.0
1.0,4,1.0,False,False,True,1.0,86.0,2151.695875556803,2170.0
1.0,2,2.0,False,False,False,1.0,93.0,1530.0155244575903,1520.0
2.0,7,3.0,True,False,False,0.99,89.0,2934.896852906591,3171.0
5.0,12,7.0,False,False,False,1.0,98.0,5522.206401798742,4770.0
2.0,4,2.0,True,False,True,1.0,91.0,2139.152314132019,1975.0
2.0,4,3.0,False,False,False,1.0,90.0,2731.616078617472,2170.0
2.0,4,2.0,True,False,False,1.0,88.0,2780.5775666977056,1910.0
1.0,2,1.0,False,False,False,1.0,99.0,1742.605346541439,1585.0
1.0,2,2.0,True,False,False,1.0,92.0,1624.9292277912778,1845.0
1.0,2,1.0,False,False,True,1.0,97.0,1876.4311377970464,2495.0
5.0,7,5.0,False,False,True,1.0,98.0,3904.422176573387,2495.0
1.0,1,1.0,True,False,True,1.0,92.0,1404.7242043095637,1520.0
1.0,2,1.0,True,False,False,1.0,85.0,1579.6675056111483,1195.0
1.0,2,1.0,False,False,True,1.0,98.0,1755.3743594978394,2040.0
1.0,1,1.0,False,False,True,1.0,98.0,1458.813367900851,1650.0
1.0,2,1.0,True,False,True,1.0,91.0,1506.367087558603,1325.0
3.0,6,3.0,False,False,False,0.8,72.0,3308.025280433621,4120.0
2.0,8,4.0,False,False,True,1.0,91.0,3805.9092612532722,3457.0
1.0,2,1.0,False,False,True,1.0,99.0,1887.6021759445155,2690.0
1.0,2,1.0,True,False,True,1.0,97.0,1757.674079583416,1481.0
1.0,2,1.0,False,False,True,1.0,99.0,1887.6021759445155,2560.0
1.0,2,0.0,False,False,True,1.0,90.0,2031.981723011221,2755.0
1.0,2,1.0,False,False,False,1.0,89.0,2048.5500542246837,2040.0
2.0,4,2.0,True,False,True,1.0,90.0,2262.75793579331,2157.0
1.0,2,1.0,True,False,False,0.9,87.0,1749.026941308304,1780.0
2.0,2,1.0,False,False,True,1.0,100.0,1945.860435632711,2170.0
1.0,1,0.0,False,False,False,1.0,97.0,1393.1299854381896,1455.0
3.0,8,3.0,False,False,True,0.83,87.0,3209.095127390932,2573.0
2.0,5,3.0,False,False,True,1.0,99.0,2864.2919783519033,2287.0
1.0,1,1.0,False,False,True,1.0,93.0,1306.6191692536586,1234.0
1.0,2,2.0,False,False,False,1.0,95.0,1420.44431424939,1130.0
1.0,2,1.0,False,False,True,1.0,92.0,1713.7696199528118,1325.0
2.0,4,3.0,False,False,True,1.0,97.0,2365.9177243527583,2690.0
1.0,2,1.0,False,False,False,1.0,99.0,1742.605346541439,1520.0
2.0,3,1.0,False,False,True,1.0,86.0,2247.2403386287397,2820.0
1.0,1,1.0,False,False,True,0.86,96.0,1607.0488703121525,1260.0
3.0,6,3.0,False,False,True,1.0,96.0,3930.7422767076478,4757.0
1.0,2,1.0,False,False,False,1.0,97.0,1616.4821359318435,1390.0
1.0,4,1.0,True,False,True,1.0,96.0,2758.018377552211,3210.0
1.0,2,1.0,True,False,False,1.0,93.0,1971.0843974619895,2170.0
1.0,4,0.0,False,False,True,1.0,95.0,2062.733178197214,1962.0
3.0,6,3.0,False,False,True,1.0,93.0,3145.6324626958203,3340.0
1.0,1,1.0,True,False,True,1.0,95.0,1479.4791732166968,1650.0
2.0,4,2.0,False,False,False,1.0,97.0,2927.133904910476,2690.0
1.0,1,1.0,False,False,False,1.0,80.0,1460.8785543797878,1234.0
2.0,6,2.0,True,False,True,0.33,94.0,3042.357737896754,2495.0
1.0,2,1.0,False,False,True,1.0,92.0,1713.7696199528118,1715.0
1.0,2,1.0,True,False,False,1.0,98.0,1568.4362119854654,1455.0
4.0,2,1.0,True,False,False,1.0,90.0,1677.2034930256084,2105.0
1.0,2,1.0,False,False,False,1.0,100.0,1764.5249672301964,1546.0
1.0,2,1.0,True,False,False,1.0,94.0,1426.489401569018,1494.0
2.0,5,2.0,False,False,True,1.0,90.0,2801.1157006574836,2157.0
2.0,3,2.0,True,False,False,1.0,96.0,1908.6363194120393,1507.0
1.0,2,1.0,False,False,True,1.0,99.0,1887.6021759445155,1910.0
1.0,2,1.0,False,False,True,1.0,99.0,1887.6021759445155,1390.0
2.0,3,2.0,False,False,True,1.0,88.0,2320.014723694636,2027.0
1.0,1,1.0,True,False,True,1.0,95.0,1479.4791732166968,1780.0
1.0,2,1.0,False,False,True,1.0,99.0,1887.6021759445155,1520.0
3.0,7,5.0,False,False,False,1.0,87.0,3196.3430280034468,2820.0
1.0,2,1.0,False,False,True,0.8,96.0,1776.9213448804803,1455.0
1.0,4,1.0,True,False,True,1.0,100.0,2616.861624363306,3015.0
1.0,2,1.0,False,False,True,1.0,98.0,1755.3743594978394,1520.0
1.0,2,2.0,True,False,False,1.0,95.0,1755.3498778702797,1754.0
1.0,2,2.0,True,False,False,1.0,95.0,1755.3498778702797,1754.0
1.0,3,2.0,True,False,False,1.0,94.0,1637.48631078258,1845.0
1.0,1,1.0,False,False,True,0.67,93.0,1555.4319185237844,1598.0
1.0,2,1.0,True,False,True,1.0,88.0,1707.8626078969132,1650.0
1.0,3,1.0,True,False,False,1.0,83.0,2270.604349620611,2872.0
1.0,2,1.0,False,False,True,1.0,98.0,1755.3743594978394,2417.0
1.0,1,1.0,False,False,True,1.0,97.0,1337.082523857785,1195.0
2.0,6,2.0,False,False,False,1.0,96.0,4049.238764896038,2235.0
1.0,2,1.0,False,False,True,0.0,96.0,1799.0608969087837,2040.0
6.0,2,1.0,True,False,True,1.0,97.0,2077.9474303476773,2170.0
2.0,2,2.0,False,False,False,0.8,95.0,1971.4761728282392,2170.0
1.0,5,3.0,True,False,True,0.94,97.0,2361.6279159384285,2001.0
1.0,1,1.0,False,False,True,1.0,97.0,1337.082523857785,1325.0
6.0,1,1.0,True,False,True,1.0,91.0,1771.7800275042928,1650.0
6.0,2,1.0,True,False,True,1.0,85.0,2057.8882763539877,2430.0
1.0,2,1.0,False,False,True,1.0,99.0,1887.6021759445155,1546.0
1.0,1,1.0,False,False,False,1.0,94.0,1349.7479664302407,1195.0
1.0,2,1.0,False,False,True,1.0,86.0,1661.5387064087977,1845.0
1.0,2,1.0,False,False,True,1.0,97.0,1876.4311377970464,1377.0
1.0,1,1.0,True,False,True,1.0,97.0,1360.1977801982634,1520.0
1.0,4,1.0,True,False,True,1.0,91.0,2442.1804106028126,1780.0
2.0,4,2.0,False,False,True,0.57,95.0,2752.1903141769794,3405.0
1.0,2,1.0,False,False,True,1.0,95.0,1649.4319085855948,1520.0
1.0,4,1.0,False,False,True,1.0,93.0,2058.090401635575,1988.0
6.0,2,1.0,True,False,True,1.0,100.0,2505.3913136022866,2820.0
1.0,1,1.0,True,False,False,1.0,96.0,1347.5718758582277,1182.0
1.0,4,2.0,True,False,True,1.0,99.0,2316.0065841570345,2430.0
1.0,2,1.0,True,False,True,1.0,98.0,1609.203434805224,1585.0
1.0,2,1.0,False,False,True,0.75,97.0,1876.4869281645058,2625.0
1.0,2,1.0,False,False,True,1.0,99.0,1887.6021759445155,1494.0
1.0,1,1.0,False,False,False,0.13,93.0,1597.8750533269124,2040.0
3.0,8,6.0,True,False,True,0.8,92.0,4096.924890497043,3249.0
1.0,2,1.0,False,False,False,0.86,95.0,2087.070492574186,2755.0
1.0,2,1.0,False,False,False,0.86,93.0,1832.0418073658823,2560.0
1.0,2,1.0,False,False,False,0.86,94.0,1944.2218797376204,3340.0
2.0,4,2.0,False,False,True,0.8,100.0,2502.5634201399266,3210.0
1.0,2,2.0,False,False,True,1.0,96.0,1929.5240635621944,2651.0
2.0,4,2.0,False,False,True,0.25,90.0,2303.0560708649123,4367.0
1.0,2,1.0,False,False,False,0.86,100.0,1718.4897971110915,1455.0
1.0,3,1.0,False,False,True,1.0,94.0,1911.268446105725,1325.0
1.0,4,2.0,True,False,True,0.96,89.0,2195.28667041817,2027.0
1.0,2,1.0,False,False,True,1.0,97.0,1876.4311377970464,1637.0
1.0,2,2.0,False,False,False,1.0,100.0,1703.4626658181455,1195.0
1.0,4,4.0,False,False,False,1.0,80.0,1810.7798310022565,1780.0
1.0,5,1.0,False,False,True,1.0,94.0,2253.092550045816,2612.0
1.0,4,1.0,False,False,False,1.0,92.0,2124.4672705587036,1845.0
1.0,4,3.0,True,False,False,1.0,99.0,2421.768365263607,2352.0
1.0,2,1.0,False,False,True,1.0,96.0,1725.5932694524192,2170.0
2.0,8,4.0,True,False,False,1.0,83.0,2749.4180356757734,2859.0
1.0,1,1.0,False,False,True,0.0,100.0,1669.257759690526,2040.0
1.0,2,1.0,False,False,True,1.0,97.0,1876.4311377970464,1845.0
2.0,4,2.0,False,False,False,1.0,100.0,3006.727613570578,2547.0
1.0,2,1.0,False,False,True,1.0,97.0,1876.4311377970464,1468.0
1.0,2,1.0,False,False,False,0.86,91.0,1662.2031276888035,1130.0
2.0,4,2.0,False,False,True,1.0,100.0,2595.6157932403407,2365.0
1.0,3,1.0,False,False,True,1.0,94.0,1911.268446105725,1507.0
1.0,2,1.0,False,False,True,1.0,95.0,1649.4319085855948,1221.0
1.0,4,2.0,False,False,False,1.0,94.0,1905.9135322259901,1702.0
2.0,5,3.0,False,False,True,1.0,93.0,3360.3130168876946,4640.0
2.0,4,2.0,False,False,False,1.0,95.0,2651.7591009017333,1520.0
2.0,6,3.0,False,False,False,1.0,96.0,3236.391106266808,3210.0
3.0,10,4.0,True,False,False,1.0,89.0,3615.187753653171,3405.0
1.0,1,1.0,True,False,False,1.0,99.0,1283.681635226501,1455.0
1.0,3,1.0,True,False,False,1.0,91.0,2301.5175063561805,1650.0
3.0,7,4.0,True,False,True,0.78,79.0,4166.39431027191,2560.0
1.0,2,1.0,True,False,True,1.0,87.0,1765.7242179479222,1585.0
1.0,1,1.0,True,False,False,1.0,91.0,1345.4558004639914,1195.0
1.0,3,2.0,False,False,False,1.0,92.0,1686.6218097843737,1494.0
1.0,2,1.0,False,False,False,1.0,94.0,1687.426499396556,1364.0
1.0,2,1.0,False,False,False,1.0,94.0,1687.426499396556,1364.0
1.0,1,1.0,False,False,False,1.0,94.0,1349.7479664302407,1364.0
2.0,6,2.0,False,False,False,0.63,87.0,3502.0076513529607,3860.0
1.0,2,1.0,True,False,True,1.0,99.0,1623.4535754061508,1585.0
1.0,4,3.0,True,False,False,1.0,93.0,2029.6917447965914,1325.0
1.0,2,1.0,True,False,False,1.0,96.0,1598.2057550881614,1221.0
1.0,2,1.0,False,False,False,0.5,94.0,1853.033638056282,2430.0
2.0,5,4.0,False,False,False,1.0,96.0,2613.4346065920577,2170.0
1.0,4,1.0,True,False,True,1.0,99.0,2687.3989458369706,2885.0
1.0,2,1.0,False,False,False,0.9,96.0,1755.045737272739,2040.0
1.0,5,2.0,False,False,True,1.0,100.0,2667.640208476296,3470.0
1.0,4,2.0,False,False,True,1.0,91.0,1976.0812501076136,1390.0
1.0,2,1.0,True,False,True,1.0,99.0,1623.4535754061508,1455.0
1.0,3,2.0,True,False,True,1.0,100.0,1767.7085507921645,1650.0
3.0,6,4.0,False,False,False,0.8,100.0,3734.021761128903,2417.0
1.0,2,2.0,False,False,True,1.0,98.0,1751.3368360530453,2105.0
2.0,6,3.0,False,False,True,0.83,91.0,3225.7318621646905,2820.0
2.0,6,3.0,False,False,True,0.83,84.0,3647.4132105092463,3990.0
1.0,3,1.0,True,False,False,1.0,88.0,2566.410544585266,2872.0
1.0,2,1.0,False,False,True,1.0,88.0,1478.133419626945,1416.0
1.0,1,1.0,False,False,False,1.0,93.0,1303.4306176591565,1260.0
1.0,2,1.0,False,False,False,0.0,94.0,1743.7131234941407,1221.0
1.0,2,1.0,False,False,True,1.0,100.0,1776.2079307938095,1169.0
1.0,4,3.0,True,False,True,1.0,97.0,2172.9460962783046,1949.0
1.0,2,1.0,False,False,False,0.9,90.0,1669.9722541350816,1455.0
1.0,5,2.0,False,False,True,0.97,92.0,2369.7030262899552,1845.0
1.0,2,1.0,True,False,True,1.0,90.0,1562.1965777804962,1975.0
2.0,4,2.0,False,False,False,0.67,96.0,2531.421357062261,2430.0
1.0,1,1.0,True,False,False,1.0,96.0,1347.5718758582277,1312.0
1.0,2,1.0,False,False,True,1.0,96.0,1725.5932694524192,1650.0
1.0,2,1.0,False,False,True,1.0,85.0,1731.2699284944758,1286.0
1.0,2,1.0,False,False,False,0.9,99.0,1602.4858998278332,1455.0
2.0,3,2.0,True,False,True,1.0,89.0,2187.4155281258977,1871.0
1.0,4,2.0,True,False,True,1.0,96.0,2297.8800603958252,1767.0
1.0,2,1.0,True,False,True,1.0,99.0,1623.4535754061508,2352.0
1.0,2,1.0,False,False,True,1.0,94.0,1693.4172830847233,1715.0
1.0,4,2.0,False,False,True,1.0,94.0,2078.3133572396823,2001.0
1.0,2,1.0,False,False,True,1.0,99.0,1887.6021759445155,2300.0
1.0,2,1.0,False,False,True,0.9,98.0,1715.888465092889,2300.0
2.0,6,3.0,True,False,True,1.0,100.0,3657.640300250547,3067.0
1.0,2,1.0,False,False,False,1.0,94.0,1687.426499396556,1585.0
1.0,3,2.0,False,False,True,1.0,93.0,1773.5132310127894,2157.0
1.0,1,1.0,False,False,False,1.0,93.0,1303.4306176591565,1312.0
1.0,2,1.0,True,False,True,1.0,91.0,1506.367087558603,1195.0
2.0,10,5.0,False,False,True,0.74,100.0,4939.086547803896,2170.0
1.0,3,1.0,True,False,True,0.5,100.0,2115.5211109124157,2300.0
0.0,2,1.0,True,False,True,1.0,90.0,1759.592932724048,1546.0
1.0,2,1.0,False,False,True,1.0,98.0,1755.3743594978394,2300.0
3.0,6,3.0,True,False,False,1.0,80.0,3078.305915462374,3340.0
1.0,4,2.0,True,False,True,1.0,95.0,2423.2151362446307,2365.0
1.0,2,1.0,False,False,False,1.0,95.0,1828.8043973865229,2560.0
1.0,1,1.0,False,False,False,1.0,94.0,1349.7479664302407,1390.0
1.0,1,1.0,False,False,True,1.0,97.0,1337.082523857785,1247.0
2.0,4,2.0,False,False,True,1.0,94.0,2839.1537139312427,3405.0
0.0,2,1.0,True,False,True,1.0,86.0,1793.3944091645594,1598.0
1.0,2,1.0,False,False,True,1.0,93.0,1731.63260678378,1845.0
1.0,1,1.0,False,False,True,0.9,95.0,1426.88025426984,1260.0
1.0,1,1.0,False,False,True,1.0,100.0,1438.7064855464273,1364.0
1.0,1,0.0,False,False,True,1.0,96.0,1444.0619159731577,1325.0
1.0,3,1.0,False,False,True,0.57,100.0,2217.8369268243623,2430.0
1.0,4,1.0,False,False,False,1.0,98.0,2316.214825348517,1975.0
3.0,8,5.0,True,False,True,1.0,92.0,3656.5608113432613,4588.0
2.0,6,4.0,False,False,True,1.0,94.0,3244.0661636511863,3470.0
1.0,4,2.0,False,False,False,0.9,94.0,2175.492370278517,2261.0
1.0,1,1.0,True,False,True,1.0,93.0,1344.4187420918354,1260.0
1.0,2,0.0,False,False,True,1.0,97.0,1650.3203772534625,1468.0
1.0,2,2.0,False,False,False,1.0,90.0,1617.0707685162297,1507.0
1.0,2,1.0,False,False,True,0.33,91.0,1648.7189221070976,1195.0
1.0,2,1.0,False,False,False,1.0,93.0,1753.8672363887533,1455.0
1.0,2,1.0,False,False,True,1.0,97.0,1876.4311377970464,1533.0
2.0,4,2.0,False,False,False,1.0,89.0,2896.7455045845036,4120.0
1.0,2,1.0,False,False,False,1.0,96.0,1725.024379624804,1455.0
2.0,3,2.0,True,False,True,1.0,99.0,2169.9470373625268,1884.0
1.0,2,1.0,False,False,False,1.0,100.0,1764.5249672301964,1377.0
1.0,2,1.0,False,False,False,0.7,94.0,1903.7892486250553,2300.0
3.0,5,3.0,True,False,True,1.0,92.0,3023.2710268790906,3015.0
1.0,2,1.0,False,False,True,1.0,97.0,1876.4311377970464,1260.0
1.0,2,1.0,False,False,True,1.0,100.0,1776.2079307938095,1624.0
1.0,3,1.0,True,False,False,1.0,85.0,2684.924687049925,2872.0
2.0,5,2.0,True,False,False,1.0,81.0,3047.516755942223,2755.0
1.0,2,1.0,False,False,True,0.65,92.0,1603.3747354065938,1767.0
1.0,3,3.0,False,False,False,0.9,92.0,1988.8997690641984,1234.0
1.0,4,1.0,True,False,False,0.99,81.0,2055.455633331482,1897.0
1.0,1,1.0,True,False,True,1.0,88.0,1421.4853823120952,1325.0
1.0,2,1.0,False,False,True,0.9,96.0,1557.3898964558664,1546.0
1.0,2,1.0,False,False,True,1.0,93.0,1731.63260678378,1416.0
2.0,4,2.0,False,False,True,1.0,93.0,2528.431030735964,2820.0
2.0,4,2.0,False,False,True,1.0,98.0,2324.1527777010724,2040.0
2.0,5,2.0,True,False,True,1.0,94.0,3732.2820951392036,2807.0
1.0,2,1.0,False,False,True,0.9,94.0,1487.0227434255721,1845.0
1.0,2,1.0,False,False,False,1.0,98.0,1779.4483151325312,1520.0
2.0,5,2.0,False,False,True,0.81,94.0,2486.5493505776117,1390.0
2.0,4,3.0,False,False,True,1.0,95.0,2418.8633469924534,1910.0
1.0,2,1.0,False,False,True,1.0,94.0,1693.4172830847233,1650.0
1.0,1,1.0,False,False,True,1.0,95.0,1366.5096310636638,1455.0
2.0,5,5.0,False,False,False,0.7,89.0,2583.044372062134,2300.0
1.0,2,1.0,True,False,False,0.25,89.0,1465.861478929146,1234.0
1.0,2,1.0,False,False,True,0.7,99.0,1741.2669966747374,1390.0
1.0,2,1.0,False,False,True,1.0,98.0,1755.3743594978394,1650.0
1.0,2,1.0,False,False,True,1.0,97.0,1876.4311377970464,1845.0
2.0,4,2.0,False,False,False,1.0,87.0,2497.5377895590254,1910.0
2.0,4,2.0,False,False,True,0.89,88.0,2444.1276832395442,2144.0
2.0,4,2.0,True,False,True,1.0,96.0,2637.301064855276,2157.0
2.0,4,3.0,False,False,True,1.0,94.0,2695.5963587562533,2820.0
1.0,2,1.0,False,False,True,1.0,96.0,1725.5932694524192,1325.0
1.0,2,1.0,False,False,True,1.0,92.0,1713.7696199528118,1299.0
2.0,5,3.0,False,False,True,1.0,95.0,3282.637975125512,4380.0
1.0,3,2.0,True,False,False,1.0,97.0,2043.982534401556,2313.0
4.0,9,8.0,False,False,False,0.5,98.0,4485.170077801827,5420.0
1.0,1,1.0,True,False,True,1.0,95.0,1479.4791732166968,1559.0
2.0,4,0.0,False,False,True,1.0,93.0,2409.2619755894107,2300.0
2.0,4,3.0,True,False,False,1.0,94.0,2921.0150078245465,3067.0
4.0,6,4.0,False,False,True,1.0,98.0,3711.5427843400034,3145.0
1.0,1,1.0,False,False,False,1.0,95.0,1364.3994377086751,1195.0
2.0,6,3.0,False,False,True,0.78,90.0,3505.8553753853575,3795.0
3.0,10,6.0,False,False,True,0.78,89.0,5021.246698338425,6070.0
1.0,1,1.0,False,False,True,1.0,100.0,1438.7064855464273,1455.0
2.0,4,3.0,False,False,False,1.0,97.0,2343.6770479191873,1377.0
1.0,2,1.0,False,False,True,1.0,98.0,1755.3743594978394,1169.0
3.0,8,3.0,True,False,True,0.9,91.0,3152.848458834478,2040.0
1.0,2,1.0,False,False,False,1.0,78.0,1873.9668238683814,1585.0
1.0,4,1.0,False,False,False,1.0,98.0,2316.214825348517,2560.0
1.0,2,1.0,False,False,True,1.0,96.0,1725.5932694524192,1260.0
1.0,4,3.0,True,False,False,1.0,95.0,2162.6429445247586,2495.0
1.0,2,0.0,False,False,False,1.0,97.0,1495.5365374217645,1975.0
1.0,2,1.0,True,False,True,1.0,96.0,1693.2822846478566,1598.0
3.0,6,3.0,False,False,True,1.0,97.0,3874.5323023301967,2495.0
