engines,passenger_capacity,crew,d_check_complete,moon_clearance_complete,iata_approved,company_rating,review_scores_rating,prediction,price
2.0,2,2.0,True,True,True,0.9714408012957907,91.0,2014.3722421734726,1619.3310539317847
2.0,1,3.0,False,False,True,1.0,81.0,2142.067911913772,1620.923465314248
2.0,3,1.0,True,True,True,0.29779013725562403,39.0,2355.304462295026,1796.4730462540215
2.0,6,4.0,False,True,False,0.9757870824034585,89.0,2977.608245364141,4407.706976734555
1.0,1,1.0,False,True,True,0.997703558562992,97.0,1337.082523857785,2272.1440488583876
2.0,1,2.0,False,True,False,0.9291715795088741,88.0,1730.3865164721706,1230.0971826433208
0.0,1,1.0,True,True,False,1.0,96.0,1537.084460929995,1701.1873029517842
1.0,4,3.0,True,True,True,1.0,99.0,2205.51736685514,1922.880023650926
3.0,8,1.0,True,False,True,0.7689943134372585,91.0,3815.829425709042,3100.9785947722316
3.0,7,4.0,True,False,True,1.0,96.0,4230.807776364246,2189.2898772090753
3.0,2,2.0,True,False,True,0.9814110494238256,79.0,2315.9403229962577,2657.2024469125686
2.0,4,2.0,False,True,False,0.9261193796540278,95.0,2697.9487919805815,1336.6076931844068
1.0,2,1.0,True,True,False,1.0,100.0,1896.3000091377646,3324.925291247525
3.0,5,4.0,False,True,False,1.0,97.0,3859.666326117882,6051.131509076719
0.0,1,2.0,False,False,True,0.9558140429654468,91.0,1677.9226222429907,1966.2233131609198
1.0,6,1.0,True,True,False,0.7613485145198648,98.0,2737.183216756659,1741.4526711513636
2.0,3,2.0,False,False,True,0.9564636114178129,93.0,2513.0139581801495,2200.1884504525015
0.0,3,3.0,True,True,False,1.0,92.0,1862.3023028803989,1833.4360072850732
0.0,3,4.0,True,True,True,1.0,93.0,1976.6663901005406,2430.452377895304
1.0,4,5.0,True,True,False,0.9920731153791772,94.0,2009.0451933331485,1579.3797463619605
2.0,1,1.0,False,False,False,0.9540990469180517,100.0,2017.5669615084394,2107.672107729252
1.0,5,3.0,True,True,True,1.0,96.0,2338.217703776319,2640.753867748788
2.0,5,1.0,True,False,False,0.9217688936332098,98.0,3103.229205520461,1355.5970328211026
1.0,1,2.0,True,True,False,1.0,100.0,1475.160347970496,1057.8659038696464
3.0,8,4.0,False,True,True,1.0,100.0,3960.8724414582557,2814.8471361315233
3.0,9,4.0,True,False,True,0.9374400431683161,97.0,4318.072866923482,3479.1948168753497
2.0,6,1.0,False,True,True,0.9233740861585168,84.0,3404.636735535416,1691.3311138953434
1.0,5,1.0,False,True,True,1.0,93.0,2199.2944773061404,1498.9064243414143
3.0,5,2.0,True,True,True,0.7494120180247708,90.0,3163.6412749470232,2744.185717455547
4.0,6,3.0,False,True,False,1.0,96.0,3767.3637682754447,1637.6531362882008
0.0,1,3.0,False,False,True,0.9923001167401084,96.0,1844.6761859543458,2589.281879637477
2.0,3,1.0,True,False,False,0.9919022591529336,98.0,2096.601070190881,2631.3881505328677
3.0,5,4.0,True,True,False,1.0,92.0,3141.1312440692477,3397.282891223184
1.0,6,1.0,True,True,True,0.9558000571626779,95.0,2558.4530725576574,5471.735718694783
1.0,1,1.0,False,False,False,0.9466248571747822,92.0,1371.9045969405336,2440.984714093392
1.0,4,3.0,True,True,False,0.9809255292587954,98.0,2257.2385976083965,4535.416000664522
0.0,3,2.0,False,False,True,0.7839753278297484,82.0,2047.0558924159632,2541.1083181243057
0.0,3,1.0,False,True,False,0.9868741037363199,79.0,2097.0741563911643,2061.33113774048
2.0,1,1.0,False,False,True,0.9868346096561041,100.0,1737.246146808585,2051.647190044664
0.0,6,1.0,False,False,True,0.9921487585777646,92.0,2346.8917004116743,1748.992056934316
2.0,1,3.0,False,False,True,0.9394919528292921,98.0,2249.9321575972867,1535.0442593934567
2.0,4,3.0,True,False,False,1.0,81.0,2749.715490826088,1323.8366595160817
1.0,5,3.0,True,True,False,1.0,100.0,2619.294506081815,3400.724996763943
0.0,2,1.0,False,True,False,0.7782077942085989,92.0,1861.924076125164,1913.0982292989522
1.0,5,6.0,False,False,False,0.9747277648779159,85.0,2053.7945471106214,2830.4720788209415
1.0,5,1.0,True,False,True,0.913540855524829,74.0,2236.0443250403705,1623.7305086055499
1.0,5,1.0,True,False,False,1.0,93.0,2341.2018817998164,1746.4325705190302
1.0,2,1.0,False,False,True,0.9969451245997066,100.0,1776.2079307938095,1451.104236702511
6.0,9,5.0,False,True,False,0.9625600101989973,100.0,5400.270460049473,12908.198426264027
0.0,3,1.0,True,False,False,1.0,71.0,2383.3124333616724,2357.3317931842903
1.0,5,1.0,True,False,False,0.9083560394001648,79.0,2290.949194847264,1550.0706883867417
2.0,1,2.0,False,False,False,0.8788474721957267,96.0,1795.839516166915,1191.6962883266508
2.0,4,1.0,True,False,False,1.0,95.0,2444.1611622078985,3034.14767247828
3.0,5,5.0,True,False,True,1.0,97.0,3117.956335740893,2832.8796268109163
1.0,7,3.0,False,False,False,0.8461809406298971,99.0,2732.115446758088,2567.695879536884
2.0,4,1.0,False,False,False,0.9663104947170262,97.0,2543.0215764805516,2937.4326022426735
0.0,1,2.0,False,True,False,1.0,99.0,1777.5832077928567,3606.3018064770913
0.0,1,1.0,True,False,False,0.804369371809478,89.0,1763.4614213684354,1944.2926625392076
0.0,4,3.0,False,False,True,0.9925272153417506,99.0,2525.957305808569,1688.931484503521
1.0,3,2.0,True,False,False,0.9284584399187664,100.0,2027.0003848792442,2298.897190912261
1.0,4,1.0,False,True,True,0.9761723099283237,98.0,2237.1733099338526,1214.7327237244933
2.0,5,1.0,False,True,False,0.9850589955485398,99.0,2975.0686186786647,1987.7402545894786
5.0,9,3.0,True,True,True,0.7820877811046246,99.0,4475.310342001393,3054.513822478178
2.0,2,3.0,True,False,True,0.9723869373943695,95.0,2295.1634552225364,1404.3798228974292
3.0,7,4.0,False,False,True,0.6651428175185593,100.0,3818.9986693680107,3692.692690415
2.0,2,3.0,False,False,True,1.0,100.0,2358.7794591358306,1764.2354075942396
2.0,7,5.0,True,True,True,1.0,91.0,3168.998767968377,2462.3411142567757
1.0,2,1.0,False,False,False,0.8418967089871858,100.0,1866.915787123361,3367.6537601583927
0.0,1,2.0,True,True,True,1.0,91.0,1744.4384613057698,1344.372124104482
2.0,3,3.0,True,True,False,0.9800267254763574,99.0,2983.3662664949293,2206.819745850041
3.0,7,2.0,False,True,True,1.0,99.0,3984.0683783152053,2647.744388386163
3.0,6,3.0,True,True,True,0.9768363020051541,83.0,3066.0166047785992,4269.232406729419
3.0,8,4.0,True,True,False,0.9670125679373017,89.0,3627.3149319993254,2764.9957797499846
0.0,3,3.0,True,False,True,1.0,98.0,1998.9666263263157,1294.1360363467975
1.0,6,3.0,False,False,True,1.0,97.0,2566.001144265884,3948.298610624172
0.0,2,1.0,True,True,True,0.7061724288390379,84.0,1839.8053469721774,1725.6873439737851
2.0,3,1.0,False,False,True,0.9347705278099764,90.0,2158.492397742366,1354.8248779680478
2.0,3,1.0,False,False,False,0.955320249314044,100.0,2390.1984476972684,1637.6882695163654
2.0,5,1.0,False,True,True,0.9179309942198952,99.0,2930.799368816151,1993.235174557463
0.0,4,3.0,True,True,True,1.0,82.0,2075.743860177866,2689.1955899192344
0.0,1,2.0,True,False,False,0.9201667203857802,98.0,1790.329767191057,2629.200599782452
2.0,5,2.0,False,False,False,0.9867219743740729,91.0,2907.7617974970367,1405.0093970805608
1.0,2,4.0,False,False,True,0.9985050926805186,92.0,1755.1194350867981,2564.8236245799467
1.0,2,1.0,True,False,True,1.0,75.0,1693.7203601976892,1530.9811770453712
2.0,5,1.0,False,True,False,0.9983861552948691,100.0,3083.494504181789,2052.9356696810432
2.0,6,2.0,False,False,True,0.9956457636928425,100.0,4470.348039494281,1431.8130031663609
2.0,5,1.0,True,True,False,1.0,90.0,2981.9545930401882,2235.5076229077576
2.0,1,3.0,False,True,True,0.9960378060179356,89.0,2076.227232023146,1538.1996185316707
1.0,4,2.0,True,False,False,0.9836096770061739,95.0,2017.6483553478633,2926.1025113825262
3.0,6,2.0,True,False,False,0.9286990941439774,93.0,3408.4235671152765,2548.9006241236243
0.0,4,1.0,False,False,False,1.0,91.0,2234.4535418385803,2275.84198661543
0.0,1,3.0,True,True,True,1.0,100.0,1853.8742154903011,1192.4606673739218
0.0,1,3.0,True,True,True,0.9684174237743178,93.0,1671.4107775861116,952.7982827311761
0.0,3,1.0,True,True,True,1.0,99.0,2078.709558098946,2159.577898713583
2.0,4,3.0,False,True,True,0.9718213352542485,100.0,2985.2023211353544,2037.6665744246927
0.0,1,3.0,False,False,False,0.9907983800400498,95.0,1714.4202114356933,1637.5681477294506
1.0,5,2.0,False,True,False,0.8756088971218834,99.0,2481.716842434304,2659.7969632982017
0.0,5,3.0,True,True,False,0.9889109298141933,99.0,2373.260685533951,1348.1229577403947
2.0,6,4.0,True,False,True,1.0,88.0,2978.4647401909547,2977.125332885238
1.0,5,3.0,False,True,True,0.9684298722216721,89.0,2422.0249696749383,3009.218959655596
3.0,5,1.0,False,True,True,1.0,95.0,2909.3943391399457,2291.9849782436722
0.0,1,1.0,True,False,False,0.9622024646654039,100.0,1661.6199159521868,1579.5359599928033
1.0,3,1.0,False,True,True,1.0,99.0,2124.1818762293365,1510.2191868180728
0.0,4,1.0,False,True,True,0.9891738401231913,86.0,2174.3025890678705,1527.3288418922793
1.0,7,3.0,False,True,False,0.7230379229658996,93.0,2564.928989793607,2719.948826685468
0.0,1,3.0,False,True,False,1.0,99.0,1779.4410891223245,1101.4528775359333
1.0,5,1.0,False,False,True,1.0,81.0,2369.112837052556,2419.086088929296
0.0,3,2.0,True,True,False,0.9697546618035913,86.0,1959.4861159261645,1316.2196922972557
1.0,3,1.0,False,False,True,1.0,91.0,1921.734559879948,2135.424874256526
3.0,9,4.0,False,True,False,1.0,88.0,3363.9362021507973,3122.4329684599543
2.0,9,3.0,True,False,False,1.0,39.0,3509.612994343561,4208.783893901511
2.0,6,4.0,True,False,False,0.9152872052002461,99.0,3241.918283833752,2355.19828281088
2.0,3,1.0,True,False,True,1.0,84.0,2245.0632614320875,1313.087704809127
0.0,6,2.0,True,True,True,0.9615150518537134,80.0,2348.505871493493,2039.2550685850954
2.0,8,3.0,False,True,True,0.9821086033279367,100.0,4054.6705604754816,4445.055094325295
1.0,4,1.0,False,True,False,1.0,93.0,2451.7026001680865,2349.520157190407
1.0,1,1.0,False,False,False,1.0,94.0,1349.7479664302407,3189.609452490605
2.0,6,3.0,False,True,False,0.9806838762276412,87.0,3495.320393108842,2121.648589254669
2.0,3,1.0,True,True,False,0.7397352813622047,86.0,2242.2157206846427,4687.503375537302
3.0,5,1.0,True,True,True,1.0,99.0,3351.5371954509583,4140.088468054312
3.0,8,3.0,False,True,True,0.8727395164595698,86.0,3289.145341655425,1483.2989185852337
2.0,8,6.0,False,False,True,0.9498280548250249,82.0,3901.344374237571,1455.4850227151292
2.0,3,2.0,False,False,False,0.9834323850456076,100.0,2385.014296790348,1777.1092793649568
1.0,6,2.0,False,True,False,1.0,98.0,2856.1931712111623,1909.5020266816487
2.0,5,5.0,True,True,True,1.0,100.0,3259.5470132202713,1964.5881839781764
1.0,2,1.0,False,True,False,0.992108124507987,97.0,1631.439251643512,1938.0757580552556
4.0,6,4.0,True,False,True,1.0,99.0,3702.837390769515,2520.1393081869446
1.0,3,1.0,True,True,False,0.9699807153564447,93.0,2565.3009970848425,1688.9731838847133
1.0,3,3.0,True,False,False,1.0,92.0,1666.3331851609687,3264.7830716708995
0.0,4,3.0,True,False,True,1.0,94.0,2320.018870931163,2264.4150642731333
0.0,1,2.0,False,True,True,1.0,94.0,1690.9729330917824,13550.335802113952
2.0,17,17.0,False,True,False,1.0,78.0,2786.1640132330604,1330.8086416493372
1.0,1,2.0,False,True,True,1.0,96.0,1564.7592901210253,1204.5608228483238
2.0,7,2.0,False,False,True,0.9818826221226948,94.0,3706.111092015868,5985.929383384464
0.0,6,1.0,True,False,False,1.0,72.0,2143.499779567168,2278.9444272151345
1.0,9,3.0,True,True,False,0.7754015766898477,86.0,2696.9766970280702,2902.8217041261446
0.0,2,1.0,True,False,False,0.9459042815643434,100.0,2134.157961847512,2075.895630237719
1.0,4,1.0,False,True,True,0.0,100.0,2163.1642362186676,1931.257469094638
2.0,5,4.0,True,True,False,1.0,92.0,2753.598120323196,1761.6413072894068
0.0,2,3.0,True,False,False,1.0,100.0,2022.6709931581327,2464.137268045801
0.0,4,2.0,True,False,False,0.9908235913921424,99.0,2443.9472642665196,2357.940694994859
1.0,1,3.0,True,False,False,0.9395400644380197,100.0,1796.243269170209,1876.0420387260579
0.0,7,3.0,False,False,False,1.0,98.0,2940.4317332137857,1977.910389022855
2.0,1,1.0,True,True,True,1.0,93.0,1481.9535862101852,1508.0831370484757
1.0,4,4.0,True,True,False,1.0,100.0,2332.326309546507,2992.2056503725494
3.0,4,2.0,False,True,False,0.9059935757977216,82.0,2695.2390144010737,3305.547304185258
0.0,4,1.0,False,False,True,0.970946162004495,79.0,2138.0044047568767,1735.768640400306
2.0,5,2.0,False,True,False,0.9702894563809167,88.0,3227.9754826979147,2183.802037141559
3.0,9,3.0,True,False,False,0.9691928270975528,96.0,4405.14824178929,2816.4580693159055
2.0,7,3.0,True,False,True,0.9479900644522263,94.0,3714.1665264888557,4333.879863629848
0.0,1,1.0,True,False,False,1.0,92.0,1577.2651794878827,1474.3096913946238
4.0,5,3.0,True,True,True,1.0,91.0,3036.986900121921,2034.3899812835518
5.0,9,7.0,False,False,False,0.9842459036045539,96.0,4693.812263240168,4975.007108920511
1.0,6,4.0,True,False,True,0.9879284717637503,89.0,2205.869523515147,3829.6076726260812
3.0,7,8.0,True,False,True,0.8533391278449488,93.0,4081.5126569582408,6302.554327143688
3.0,2,3.0,False,False,False,1.0,98.0,2639.1713311645162,3797.179528178966
3.0,9,4.0,False,False,True,1.0,100.0,4297.450493828018,3256.058613061706
0.0,4,1.0,False,False,True,0.9104541747013136,80.0,2217.631700256113,1792.850474116546
0.0,1,1.0,True,False,False,1.0,95.0,1551.081949634535,2256.616178978541
0.0,2,1.0,True,False,False,0.9535431829745121,100.0,2113.7440072920513,1793.2097925831133
2.0,5,5.0,True,False,True,0.9332989907032521,90.0,3019.038434117377,3101.3772739516676
3.0,8,4.0,True,False,False,0.9826614211616644,100.0,3740.4418943152955,4797.809510228758
0.0,4,2.0,True,False,True,0.9707103638275655,97.0,2438.142325667105,1543.2280426359187
1.0,6,2.0,False,False,True,0.988920015280748,97.0,2776.241300166058,1770.3134454359367
1.0,2,1.0,False,True,False,0.9279509182737541,100.0,1698.866719036005,2281.9822171754245
1.0,9,3.0,True,True,False,1.0,84.0,2457.4330739983297,2160.445629304149
3.0,6,4.0,True,False,True,1.0,95.0,3424.3485908907355,2318.0363196849976
1.0,1,1.0,True,False,False,0.8826328762929593,96.0,1363.2413075671884,1757.3209225312016
1.0,5,3.0,True,False,False,1.0,96.0,2403.427372677921,1347.8897037327251
1.0,5,1.0,True,True,True,0.8594735685089188,98.0,2413.251870557511,1437.9433874143376
1.0,3,1.0,False,True,True,1.0,39.0,2129.026451423169,3140.924023078943
2.0,3,2.0,False,True,True,0.7965776753666792,100.0,2213.5910400979515,2402.0670366370064
0.0,3,3.0,False,False,True,0.92143877820405,86.0,2085.3527477864445,2396.3854598177772
1.0,1,1.0,True,False,True,0.900745117528939,100.0,1462.757720820781,1222.2495798555576
0.0,3,1.0,True,False,True,0.8606064602116743,90.0,2144.89304114625,1775.422429696185
0.0,2,2.0,False,False,False,0.8380205993737486,98.0,2041.162700246529,1035.5194011694343
2.0,3,3.0,False,True,True,1.0,87.0,2441.0839395244666,2072.58943814967
4.0,8,3.0,True,False,False,1.0,96.0,3878.2301289372417,2121.369344590993
2.0,4,1.0,False,True,False,1.0,94.0,2540.8153913723927,2738.489892838648
0.0,1,1.0,False,True,True,1.0,91.0,1605.7908682593295,1342.8903825321577
0.0,4,3.0,True,False,False,0.9735526618637651,90.0,1711.963743133898,1042.6677727093129
2.0,12,5.0,False,True,True,1.0,96.0,4510.506146913247,3980.702211814947
1.0,2,4.0,False,True,False,0.994695468232929,89.0,1595.9701472092281,2994.4607014213716
1.0,6,3.0,False,True,True,1.0,100.0,2712.7686035711854,4150.609206502008
2.0,2,2.0,True,True,True,0.9996155502139316,73.0,2262.4769444477784,1731.7109376494934
2.0,6,2.0,False,False,True,0.9806062109068765,95.0,3885.6126475910414,2792.7140295479144
0.0,1,1.0,False,False,True,0.7353036101935815,89.0,1670.4193890582699,2057.260135499647
0.0,2,1.0,False,True,False,0.9154219030490535,88.0,2033.6323771769646,2298.193067703699
3.0,2,4.0,True,False,False,0.9293637120549721,99.0,2481.1028307282077,4455.185779284939
0.0,6,1.0,True,True,False,0.9741576558413085,100.0,2378.0742479552314,1568.0018219872316
3.0,5,4.0,False,False,False,1.0,99.0,4068.405297926663,2736.321858694034
1.0,4,3.0,True,False,False,1.0,99.0,2421.768365263607,1289.0405239795834
2.0,1,3.0,False,False,True,0.33555646876482564,92.0,2094.416236419799,1090.3758414239185
1.0,4,1.0,True,False,True,1.0,98.0,2678.8038291502826,1738.3770643722771
3.0,11,8.0,True,False,True,0.9120912539261203,60.0,4338.231286550808,8711.682705784837
0.0,5,3.0,False,True,True,0.9778368267591049,83.0,2455.009444362289,2263.7383320550252
1.0,1,1.0,False,False,True,0.9855712441422949,100.0,1470.2223195325569,1987.8652953881694
0.0,4,2.0,False,True,False,0.994272028626374,85.0,2151.82962221417,2298.9542090694763
1.0,2,1.0,True,True,True,1.0,91.0,1506.367087558603,1454.36190804969
2.0,8,3.0,False,False,True,1.0,85.0,3858.8671236235728,4132.453910468883
3.0,5,4.0,True,True,False,0.8477596580914755,91.0,2675.4079890426565,3397.9774996315873
0.0,1,2.0,True,False,False,1.0,97.0,1777.9298161403688,1552.3656867810098
2.0,1,1.0,False,True,True,0.9977438554837974,68.0,1707.9225723816478,2391.097734636147
4.0,9,7.0,True,True,True,0.9537055048054425,93.0,4222.852545448817,2873.0772487226814
1.0,1,1.0,False,False,False,0.9943166655459282,99.0,1345.7455498090724,1324.8964015258023
0.0,2,3.0,True,False,True,0.9928170235051441,97.0,1864.305845518803,1443.6051883399998
1.0,1,1.0,False,False,True,0.9917459717498477,80.0,1412.575440324168,1636.0514742597545
0.0,2,1.0,True,False,True,0.9815879728290725,100.0,2079.5606580239814,2499.888284681836
3.0,7,3.0,True,True,False,1.0,72.0,4111.253072787521,2431.9602454626643
2.0,3,1.0,False,False,True,0.9783852410446335,95.0,2073.4980070868496,3313.045545420586
1.0,9,4.0,True,True,True,1.0,83.0,2536.749293310946,5639.510038843482
0.0,1,3.0,False,True,False,0.9415259685398492,82.0,1795.8968361522168,1010.4900945689064
1.0,1,3.0,True,True,False,0.9639514945765052,97.0,1558.996703845579,3078.305178255095
0.0,4,1.0,True,True,False,0.8089981812111778,100.0,2287.6438376271135,1450.2444217053198
0.0,5,1.0,True,True,True,0.9481004322505385,89.0,2393.879431679726,1612.6535430601134
0.0,5,1.0,False,True,False,0.932312266264512,99.0,2655.8468950191996,1932.6591939822338
3.0,7,4.0,False,False,True,1.0,93.0,3764.2914010930017,5277.577617970153
0.0,1,2.0,False,True,False,0.8961440073113063,95.0,1740.2516483804916,1619.458643319403
3.0,4,5.0,False,True,True,0.918236304501378,97.0,2891.6450457066544,2282.380932527372
1.0,1,3.0,False,True,False,1.0,100.0,1692.5824991161055,1830.636080219653
1.0,3,2.0,True,False,True,0.92275320389233,71.0,2158.0048142204423,1911.1342646855646
2.0,1,2.0,True,False,True,0.9009017757130643,94.0,1973.7468099825887,1829.601914242292
2.0,2,2.0,False,True,False,0.9250409399021151,100.0,2377.003630101465,3878.754691284205
2.0,4,3.0,True,False,False,1.0,97.0,2860.0491316957396,1125.0990835723926
0.0,2,3.0,True,True,True,1.0,97.0,1866.8405130398785,3977.735179295141
2.0,8,8.0,True,False,False,0.9743705601510746,82.0,2835.7227093682277,1046.7050493766976
0.0,1,2.0,True,True,True,1.0,97.0,1729.5855655774071,1077.0875108892826
1.0,1,1.0,False,False,False,1.0,100.0,1331.2624796167424,1950.2571786661865
1.0,5,2.0,True,False,False,1.0,82.0,2179.239274995019,2443.8398418007732
2.0,2,4.0,False,False,True,0.9876832359410076,92.0,2200.8148005285075,1926.1353651098277
0.0,1,1.0,False,True,False,0.8849264141165006,99.0,1500.292517636677,1734.3335934600166
3.0,6,3.0,True,True,False,0.9589560538795157,92.0,3514.3861948485182,1891.6469843894818
6.0,10,4.0,False,True,True,0.9786597902532371,99.0,7594.0047047496855,6773.028330398909
0.0,3,2.0,True,False,True,0.9870530601710805,95.0,2141.5036834371767,1934.5043150744732
3.0,9,5.0,True,False,False,0.7906070299495641,88.0,3646.493787285379,2067.8244761587844
1.0,3,1.0,True,True,True,1.0,91.0,2007.2671112854744,2242.177491239742
2.0,5,1.0,False,False,False,1.0,99.0,2956.750127817674,2136.670401492307
0.0,3,2.0,False,True,False,0.9914163173037608,100.0,2198.606096208279,1231.2253015109845
0.0,2,1.0,False,True,True,1.0,98.0,1935.832817345685,1868.1567408664203
2.0,10,5.0,True,True,True,1.0,95.0,3856.7456614878997,4119.887930008139
0.0,1,1.0,True,True,True,1.0,91.0,1551.7294391041357,1088.2127631620451
0.0,5,2.0,True,False,True,1.0,94.0,2528.0959044904516,1327.2277002225871
1.0,1,4.0,False,False,True,0.8936126024118958,99.0,1779.4916194370642,1344.9004261762084
1.0,1,2.0,True,False,True,1.0,91.0,1440.5290876200033,2448.2355414067783
1.0,1,2.0,True,True,False,0.928079441660272,93.0,1375.0029123364238,2792.0988714714244
2.0,3,1.0,False,False,False,0.8242414550453991,71.0,2123.8653505459743,3955.73429488719
2.0,3,5.0,False,True,True,0.6436740551523025,85.0,2354.5507464354473,2090.6083928611256
2.0,3,3.0,False,True,False,1.0,100.0,2991.729399616021,3121.4979456587616
1.0,4,3.0,True,True,False,1.0,91.0,2036.7230116310332,1195.863800120901
2.0,3,1.0,True,True,False,0.9987800716381922,100.0,2723.9423586697785,1343.787225280008
1.0,3,1.0,True,True,False,0.9288885175246896,99.0,2152.054858109467,7053.973261384763
2.0,1,4.0,False,True,True,1.0,100.0,2397.0059210003305,1526.7882101448224
2.0,9,2.0,False,False,False,1.0,96.0,3670.129534622593,3119.6408998359825
0.0,5,1.0,False,False,False,0.7529070670310296,61.0,2392.7555057225936,1800.1753120458409
3.0,5,1.0,False,False,True,0.99980979331646,100.0,3032.233970819282,1900.0011524786587
2.0,5,2.0,True,False,True,0.9204929084659851,95.0,3468.783263638403,1977.5249456472432
3.0,6,1.0,True,True,True,0.9667674451248969,98.0,3835.656871811493,2370.2384181173284
4.0,8,3.0,True,True,True,0.95485955365186,100.0,4485.97199857662,2771.871534166382
2.0,4,3.0,True,False,False,0.7704632349120992,98.0,2683.7230635172623,4565.811711520948
2.0,4,1.0,True,False,True,0.8058415087086093,82.0,2401.962717078497,1573.1831918181203
2.0,8,4.0,True,False,False,0.8057204499621986,88.0,3312.136700465059,2384.4872985463376
0.0,4,1.0,True,False,False,1.0,73.0,2149.5099707246627,1615.3015395350415
3.0,2,2.0,True,False,True,0.8283097088035793,94.0,2157.632452952363,2275.618326209018
1.0,11,5.0,False,False,True,1.0,81.0,2601.4237257462264,2392.3353973776825
2.0,4,1.0,False,False,True,0.9592994665354222,99.0,2582.9094943856758,1122.4360314929982
2.0,1,2.0,True,False,True,0.981716145873474,96.0,1989.5027956319318,1346.4874347776536
3.0,11,4.0,False,True,True,1.0,100.0,5848.589873241752,3507.221148512047
2.0,13,4.0,True,True,True,1.0,99.0,4650.29677642184,3191.6651259379514
0.0,4,1.0,True,True,False,1.0,95.0,2280.4696858066873,1893.280081336962
